sampleID,read_count,Lactobacillus_iners,Lactobacillus_hominis,Gardnerella_vaginalis,Sneathia_amnii,g_Streptococcus,g_Sphingobium,None,g_Blastomonas,g_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,f_Comamonadaceae,g_Gemella,Atopobium_vaginae,Lactobacillus_crispatus,g_Escherichia.Shigella,Prevotella_bivia,g_Methanosaeta,k_Eukaryota,g_Aerococcus,g_Anaerococcus,Sneathia_sanguinegens,BVAB2/BVAB3,g_Methylobacterium-Methylorubrum,Prevotella_amnii,g_Acinetobacter,Prevotella_timonensis,Prevotella_disiens,g_Saccharimonadales,g_Shinella,g_Peptostreptococcus,g_Mycoplasma,g_Parvimonas,g_Megasphaera,k_Bacteria,Prevotella_melaninogenica,g_Ureaplasma,g_Dialister,g_DNF00809,g_Lactobacillus,g_Mycobacterium,g_Peptoniphilus,g_Howardella,g_Veillonella,g_Porphyromonas,g_Finegoldia,g_Methyloversatilis,Lactobacillus_gasseri,g_Delftia,g_Atopobium,g_Rhodobacter,Prevotella_buccalis,g_Mageibacillus,g_Porphyrobacter,g_Phyllobacterium,f_Sphingomonadaceae,g_Cetobacterium,f_Caulobacteraceae,g_Acidovorax,g_Pseudomonas,g_Rikenellaceae_RC9_gut_group,g_Chloroplast,g_Moryella,g_Corynebacterium,g_Muribaculaceae,g_Sphingomonas,c_Bacilli,g_Enterococcus,g_Staphylococcus,g_Bosea,g_Sphingopyxis,g_Candidatus_Methanofastidiosum,g_Aeromonas,g_UCG-004,g_Bacillus,g_DSSF69,g_Succiniclasticum,g_Phreatobacter,g_Woesearchaeales,g_Lactococcus,k_Archaea,g_Weissella,Lactobacillus_jensenii,g_Brevibacillus,p_Firmicutes,g_Fusobacterium,g_Methanospirillum,f_Enterobacteriaceae,g_Sneathia,g_Butyrivibrio,g_Asaia,g_Comamonas,g_Bulleidia,g_Methanomethylovorans,g_NK4A214_group,f_Leptotrichiaceae,g_Solobacterium,g_Mitochondria,g_Saccharofermentans,g_Acetobacter,g_Actinomyces,f_Prevotellaceae,g_Prevotella,Lactobacillus_brevis,g_Methanoculleus,g_Brevundimonas,g_Stenotrophomonas,g_Ralstonia,g_Methanobacterium,g_Shewanella,g_CL500-29_marine_group,Lactobacillus_fermentum,g_Methylobacter,g_Paenibacillus,f_Clostridiaceae,g_[Eubacterium]_coprostanoligenes_group,g_Lachnospiraceae_NK4A136_group,g_Klebsiella,g_Campylobacter,g_Veillonellaceae_UCG-001,c_Clostridia,Prevotella_colorans,g_Prevotellaceae_NK3B31_group,f_Lachnospiraceae,g_Fastidiosipila,g_Actinotignum,g_Pannonibacter,g_Truepera,g_Sutterella,o_Enterobacterales,g_Mucispirillum,g_Fenollaria,f_Yersiniaceae,g_Clostridium_sensu_stricto_1,g_uncultured,f_Rhodocyclaceae,uncultured_Prevotella,g_Bacteroides,g_Candidatus_Methanoplasma,o_Lactobacillales,g_Bifidobacterium,g_Pelagibacterium,g_Helicobacter,g_Candidatus_Soleaferrea,uncultured_Lactobacillus,g_Novosphingobium,f_Ruminococcaceae,g_Oscillibacter,g_Chlamydia,g_F082,o_Oscillospirales,g_Peptococcus,g_Alloprevotella,g_Anaerotruncus,g_Facklamia,g_Prevotellaceae_UCG-001,g_Christensenellaceae_R-7_group,g_Ruminococcaceae,g_Tsukamurella,g_Ruminococcus,g_Ezakiella,g_TM7a,g_Aureimonas,g_Bacteroidales_RF16_group,f_Micrococcaceae,f_Methanomethylophilaceae,g_Plesiomonas,o_Bacteroidales,g_Papillibacter,g_Family_XIII_AD3011_group,Prevotella_bergensis,g_Lawsonella,g_Varibaculum,g_RumEn_M2,Lactobacillus_intestinalis,g_Parabacteroides,p_Proteobacteria,g_Anaeroplasma,g_Alistipes,f_Oscillospiraceae,g_Arcanobacterium,g_Anaerovorax,g_Dubosiella,g_Chitinophaga,g_Butyricicoccus,f_Oxalobacteraceae,g_Caldisericum,g_Desulfovibrio,f_Staphylococcaceae,g_Akkermansia,g_Candidatus_Saccharimonas,g_WD2101_soil_group,g_Undibacterium,g_SP3-e08,g_UCG-010,g_Desulfosporosinus,g_[Ruminococcus]_gauvreauii_group,f_Microbacteriaceae,f_Bifidobacteriaceae,g_Erysipelatoclostridium,f_Selenomonadaceae,g_Clostridia_vadinBB60_group,g_Amnipila,g_Mobiluncus,g_ASF356,g_Muribaculum,g_Clostridia_UCG-014,g_Lachnospiraceae_UCG-004,g_Actinobaculum,g_Quinella,g_Pediococcus,g_Prevotellaceae_UCG-003,g_Lachnospiraceae_AC2044_group,g_Lachnospiraceae_UCG-006,g_Phacus,g_Deep_Sea_Euryarchaeotic_Group(DSEG),g_Megamonas,c_Bacteroidia,g_Pseudobutyrivibrio,g_U29-B03,f_Hyphomonadaceae,g_Lachnospiraceae_UCG-008,g_Aminicenantales,g_Romboutsia,g_[Eubacterium]_siraeum_group,g_Candidatus_Omnitrophus,g_UCG-011,g_vadinBE97,f_Pirellulaceae,g_Bacteroidales_UCG-001,g_Bacteroidales_BS11_gut_group,g_Paraprevotella,g_[Eubacterium]_nodatum_group,g_Family_XIII_UCG-001,g_Acetitomaculum,g_Erysipelothrix,g_Odoribacter,g_Ruminiclostridium,g_WCHB1-41,o_Rotaliida,g_Lachnospiraceae_FE2018_group,o_Euglenophyceae,g_Armatimonadales,f_Mycoplasmataceae,g_Pantoea,g_Herbaspirillum
W0038,6110.0,0.0,0.0,1114.0,0.0,0.0,0.0,1681.0,0.0,0.0,0.0,0.0,446.0,0.0,0.0,586.0,0.0,270.0,68.0,142.0,0.0,0.0,0.0,0.0,0.0,557.0,0.0,0.0,0.0,0.0,476.0,0.0,541.0,0.0,0.0,0.0,47.0,79.0,0.0,0.0,51.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W0039,25738.0,0.0,0.0,2944.0,0.0,1953.0,0.0,13198.0,0.0,1078.0,0.0,0.0,23.0,2123.0,0.0,1834.0,0.0,18.0,651.0,19.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,731.0,340.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
W0045,17856.0,546.0,345.0,512.0,484.0,0.0,0.0,5885.0,0.0,0.0,0.0,43.0,634.0,0.0,0.0,238.0,0.0,1093.0,3.0,395.0,1328.0,726.0,0.0,0.0,0.0,751.0,0.0,1595.0,0.0,0.0,199.0,249.0,20.0,2.0,855.0,0.0,354.0,34.0,0.0,0.0,262.0,0.0,14.0,774.0,0.0,0.0,0.0,0.0,6.0,0.0,25.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
W0046-1,24384.0,5396.0,5259.0,0.0,0.0,12.0,0.0,6905.0,0.0,85.0,0.0,0.0,0.0,4810.0,21.0,269.0,0.0,25.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,64.0,0.0,0.0,0.0,243.0,0.0,681.0,6.0,0.0,10.0,0.0,66.0,0.0,0.0,0.0,351.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W0046-2,16712.0,0.0,0.0,2210.0,0.0,0.0,0.0,5572.0,0.0,0.0,0.0,0.0,287.0,0.0,0.0,0.0,0.0,496.0,51.0,504.0,0.0,9.0,0.0,1963.0,0.0,880.0,0.0,0.0,0.0,533.0,0.0,480.0,917.0,67.0,0.0,0.0,406.0,122.0,0.0,0.0,198.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,630.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W0048,9393.0,0.0,0.0,4631.0,0.0,0.0,0.0,4443.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W0052,24342.0,1703.0,922.0,1430.0,912.0,0.0,0.0,7577.0,0.0,8.0,0.0,0.0,1118.0,0.0,0.0,2634.0,0.0,1537.0,143.0,1167.0,1450.0,419.0,0.0,0.0,0.0,856.0,203.0,0.0,0.0,451.0,0.0,521.0,0.0,360.0,0.0,74.0,219.0,260.0,8.0,0.0,279.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W0053,28153.0,7071.0,4764.0,1505.0,0.0,0.0,0.0,7701.0,0.0,65.0,0.0,0.0,617.0,0.0,0.0,54.0,0.0,598.0,40.0,1829.0,372.0,80.0,0.0,0.0,0.0,1936.0,0.0,0.0,0.0,0.0,0.0,12.0,160.0,349.0,0.0,18.0,0.0,51.0,0.0,0.0,187.0,0.0,0.0,160.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
W0057,25003.0,6381.0,4696.0,0.0,0.0,0.0,0.0,6046.0,0.0,213.0,0.0,0.0,0.0,0.0,7057.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
W0062,20176.0,436.0,254.0,1420.0,2557.0,0.0,0.0,5087.0,0.0,3.0,0.0,122.0,366.0,0.0,0.0,0.0,0.0,2892.0,8.0,85.0,351.0,555.0,0.0,1519.0,0.0,603.0,0.0,363.0,0.0,115.0,25.0,351.0,420.0,26.0,0.0,0.0,272.0,173.0,0.0,0.0,247.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0,133.0,0.0,23.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W0068,37243.0,7670.0,7159.0,10903.0,0.0,0.0,0.0,11020.0,0.0,294.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
